order_date,allocated_node,node_type,state,lat,lng,default_units,mechmax_units,uncap_units,mechmax_delta_units,uncap_delta_units,default_throughput,mechmax_throughput,default_tp_scaled,mechmax_tp_scaled,uncap_throughput,default_maxcap,mechmax_maxcap,uncap_maxcap,default_promise_miss_ol,mechmax_promise_miss_ol,uncap_promise_miss_ol,default_ol,mechmax_ol,uncap_ol,p_default_promise_miss_ol,p_mechmax_promise_miss_ol,p_uncap_promise_miss_ol
2022-05-17,1541,STR,MD,39.384743,-76.73146,952,820,839,-132,-113,148.0225989,30.52238806,15,3,0.083700084,885,2680,999999,91,84,94,725,650,678,0.125517241,0.129230769,0.138643068
2022-05-17,1750,STR,UT,40.91825,-111.887,1707,1090,930,-617,-777,72.65758092,11.34375,7,1,0.092900093,2348,9600,999999,404,289,260,1405,870,751,0.287544484,0.332183908,0.34620506
2022-05-17,1761,STR,GA,34.063846,-84.398046,1777,1214,1158,-563,-619,109.3665403,36.3963964,11,4,0.115600116,1847,3330,999999,336,289,282,1400,985,940,0.24,0.293401015,0.3
2022-05-17,1772,STR,AL,33.42553,-86.7118,779,799,804,20,25,145.6296296,27.14285714,15,3,0.08030008,675,2940,999999,141,206,208,662,683,689,0.212990937,0.301610542,0.301886792
2022-05-17,1783,STR,ND,47.887188,-97.079468,679,488,491,-191,-188,99.64871194,17.23404255,10,2,0.048900049,854,2820,999999,80,52,54,504,378,379,0.158730159,0.137566138,0.142480211
2022-05-17,1794,STR,NC,35.90285,-78.7858,1289,909,824,-380,-465,128.363047,17.66666667,13,2,0.081600082,1234,5100,999999,294,347,316,1035,778,666,0.284057971,0.446015424,0.474474474
2022-05-17,1871,STR,MD,39.460233,-76.316308,1233,1150,1140,-83,-93,198.4635083,35.90625,20,4,0.113900114,781,3200,999999,139,246,235,1008,925,907,0.137896825,0.265945946,0.259095921
2022-05-17,188,STR,CA,34.078716,-117.291844,681,454,536,-227,-145,120.7848837,24.09574468,12,2,0.053500054,688,1880,999999,101,81,104,544,368,430,0.185661765,0.220108696,0.241860465
2022-05-17,1893,STR,VA,38.844672,-77.118418,1488,1160,985,-328,-503,128.1932495,24.0625,13,2,0.098000098,1511,4800,999999,368,398,370,1219,955,822,0.301886792,0.416753927,0.450121655
2022-05-17,1970,STR,MD,39.334698,-76.448058,1185,998,1028,-187,-157,192.364532,39.40711462,19,4,0.102700103,812,2530,999999,147,233,237,914,798,817,0.16083151,0.29197995,0.290085679
2022-05-17,2014,STR,MI,42.908317,-85.541157,607,627,720,20,113,137.1428571,39.0625,14,4,0.071800072,595,1600,999999,83,80,91,466,494,556,0.178111588,0.16194332,0.163669065
2022-05-17,2025,STR,MN,45.217556,-93.315988,680,664,815,-16,135,124.3697479,27.38589212,12,3,0.081400081,595,2410,999999,204,268,297,545,517,599,0.374311927,0.518375242,0.495826377
2022-05-17,2036,STR,GA,33.9305,-84.3413,1605,1280,1178,-325,-427,113.0819093,26.60416667,11,3,0.117500118,1697,4800,999999,272,316,291,1268,993,911,0.214511041,0.318227593,0.319429199
2022-05-17,2058,STR,FL,28.933609,-81.939833,418,1041,1104,623,686,199.4475138,103.6363636,20,10,0.11030011,362,990,999999,50,304,334,295,746,800,0.169491525,0.407506702,0.4175
2022-05-17,2069,STR,NC,35.903257,-78.956402,0,380,391,380,391,0,11.34730539,0,1,0.039000039,0,3340,999999,0,129,125,0,314,319,#DIV/0!,0.410828025,0.39184953
2022-05-17,2102,STR,NY,40.772668,-73.202259,2102,3028,3689,926,1587,198.8826816,124.4855967,20,12,0.368700369,1432,2430,999999,431,1023,1532,1741,2457,3021,0.247558874,0.416361416,0.507116849
2022-05-17,2113,STR,MI,42.63058,-82.9126,600,624,747,24,147,149.8113208,57.68518519,15,6,0.074600075,530,1080,999999,117,173,199,500,513,600,0.234,0.337231969,0.331666667
2022-05-17,2124,STR,PA,40.006086,-75.212145,1176,2011,1756,835,580,199.5064166,38.03030303,20,4,0.175300175,1013,5280,999999,167,501,480,940,1562,1395,0.177659574,0.320742638,0.344086022
2022-05-17,2135,STR,MN,44.996899,-92.945956,906,747,829,-159,-77,126.3835264,31.08333333,13,3,0.082800083,777,2400,999999,245,267,292,718,598,659,0.341225627,0.446488294,0.443095599
2022-05-17,2146,STR,FL,26.284717,-80.2042,1093,745,694,-348,-399,112.7320955,15.24590164,11,2,0.069300069,1131,4880,999999,283,288,267,812,571,528,0.348522167,0.504378284,0.505681818
2022-05-17,2157,STR,OH,41.237455,-81.352747,919,792,814,-127,-105,145.7223001,29.17910448,15,3,0.08040008,713,2680,999999,217,269,270,750,629,649,0.289333333,0.427662957,0.416024653
2022-05-17,2168,STR,NC,35.740634,-77.965368,526,508,495,-18,-31,123.2011747,18.43636364,12,2,0.049400049,681,2750,999999,98,142,142,407,390,380,0.240786241,0.364102564,0.373684211
2022-05-17,2179,STR,CA,34.005008,-117.821076,1846,1731,1623,-115,-223,143.718593,34.06311637,14,3,0.161900162,1592,5070,999999,308,456,440,1477,1364,1273,0.208530806,0.33431085,0.34564022
2022-05-17,2201,STR,PA,40.526686,-80.007524,973,1204,1196,231,223,198.9417989,69.53757225,20,7,0.11950012,567,1730,999999,223,590,585,790,966,956,0.282278481,0.610766046,0.611924686
2022-05-17,221,STR,TX,35.18566,-101.934696,314,255,254,-59,-60,99.7032641,24.66019417,10,2,0.025300025,337,1030,999999,112,92,94,271,210,209,0.413284133,0.438095238,0.449760766
2022-05-17,2223,STR,MN,45.045408,-93.529583,607,573,813,-34,206,132.4055666,33.06358382,13,3,0.081200081,503,1730,999999,133,152,232,481,449,625,0.276507277,0.338530067,0.3712
2022-05-17,2234,STR,TX,32.908541,-96.558085,1193,819,827,-374,-366,103.4432234,25.16923077,10,3,0.082600083,1365,3250,999999,266,225,217,907,642,627,0.293274531,0.35046729,0.346092504
2022-05-17,2245,STR,CA,34.0758,-117.561778,1120,852,815,-268,-305,114.8387097,26.47975078,11,3,0.081300081,1550,3210,999999,91,70,71,889,650,613,0.102362205,0.107692308,0.115823817
2022-05-17,2256,STR,NJ,40.381514,-74.575909,1920,2217,1996,297,76,194.0613027,46.16666667,19,5,0.1995002,1566,4800,999999,195,368,334,1419,1662,1529,0.137420719,0.221419976,0.218443427
2022-05-17,2267,STR,MA,42.02714,-71.1438,961,520,543,-441,-418,193.9313984,21.625,19,2,0.054200054,758,2400,999999,148,187,189,773,413,423,0.191461837,0.452784504,0.446808511
2022-05-17,2278,STR,TX,31.0926,-97.3855,474,784,764,310,290,169.197397,25.92715232,17,3,0.076300076,461,3020,999999,52,157,155,396,655,637,0.131313131,0.239694656,0.2433281
2022-05-17,2289,STR,FL,28.015839,-82.612749,1311,1070,1009,-241,-302,123.2114467,22.27083333,12,2,0.100500101,1258,4800,999999,321,378,367,1050,845,813,0.305714286,0.447337278,0.451414514
2022-05-17,2300,STR,MN,44.88548,-93.2494,799,862,882,63,83,137.4429224,74.22413793,14,7,0.088100088,657,1160,999999,214,305,310,644,700,712,0.332298137,0.435714286,0.435393258
2022-05-17,2322,STR,OH,41.686438,-81.293072,680,486,533,-194,-147,126.1275272,23.96039604,13,2,0.053200053,643,2020,999999,84,69,83,551,390,427,0.152450091,0.176923077,0.194379391
2022-05-17,2333,STR,GA,33.906136,-84.380141,1457,897,851,-560,-606,111.0747051,27.20858896,11,3,0.084800085,1526,3260,999999,290,215,205,1170,684,645,0.247863248,0.314327485,0.317829457
2022-05-17,2355,STR,AL,33.605595,-86.80623,840,793,745,-47,-95,131.8379161,23.45238095,13,2,0.074000074,691,3360,999999,126,164,156,668,624,587,0.188622754,0.262820513,0.265758092
2022-05-17,2377,STR,LA,30.265299,-91.995832,599,435,438,-164,-161,95.49418605,23.5326087,10,2,0.043600044,688,1840,999999,182,157,158,488,356,359,0.37295082,0.441011236,0.440111421
2022-05-17,2388,STR,WI,42.903914,-88.037063,1249,1108,1037,-141,-212,117.2222222,34.59375,12,3,0.103400103,1260,3200,999999,181,208,201,971,848,789,0.186405767,0.245283019,0.254752852
2022-05-17,2399,STR,PA,40.63911,-75.4396,1134,1497,1463,363,329,199.8973306,46.375,20,5,0.145000145,974,3200,999999,103,335,331,765,1072,1055,0.134640523,0.3125,0.313744076
2022-05-17,2410,STR,HI,21.3557,-157.929,975,818,828,-157,-147,163.6481242,44.40217391,16,4,0.082700083,773,1840,999999,492,560,567,731,602,609,0.673050616,0.930232558,0.931034483
2022-05-17,2421,STR,CA,33.831712,-117.942535,685,749,753,64,68,149.2907801,35.52380952,15,4,0.075000075,564,2100,999999,106,152,155,514,580,586,0.206225681,0.262068966,0.264505119
2022-05-17,2432,STR,CT,41.839019,-71.883778,1238,962,854,-276,-384,129.3115685,30,13,3,0.085300085,1409,3200,999999,146,118,120,988,746,673,0.147773279,0.158176944,0.178306092
2022-05-17,2454,STR,IA,41.220723,-95.838976,330,405,502,75,172,145.661157,45.39325843,15,5,0.05010005,484,890,999999,43,60,78,270,342,425,0.159259259,0.175438596,0.183529412
2022-05-17,2465,STR,CA,32.822049,-117.179293,1611,1007,770,-604,-841,102.4678663,20.95833333,10,2,0.076900077,1945,4800,999999,111,103,72,1236,798,628,0.089805825,0.129072682,0.114649682
2022-05-17,2476,STR,GA,34.234597,-84.456684,1828,935,900,-893,-928,106.8134172,28.38905775,11,3,0.08990009,1908,3290,999999,296,235,225,1399,721,689,0.2115797,0.3259362,0.326560232
2022-05-17,2498,STR,AR,36.299936,-94.173146,629,755,752,126,123,161.971831,28.23970037,16,3,0.075100075,568,2670,999999,122,247,249,531,651,648,0.229755179,0.379416283,0.384259259
2022-05-17,2520,STR,TX,33.064037,-96.885036,1145,639,613,-506,-532,81.9843342,19.9375,8,2,0.061200061,1532,3200,999999,179,145,130,884,503,478,0.202488688,0.288270378,0.271966527
2022-05-17,2531,STR,LA,30.480532,-90.461589,535,969,947,434,412,198.7012987,49.68911917,20,5,0.093700094,462,1930,999999,99,399,401,430,767,767,0.230232558,0.520208605,0.522816167
2022-05-17,254,STR,TX,31.431875,-100.501245,200,287,408,87,208,189.7849462,28.6,19,3,0.040600041,186,1000,999999,24,53,71,164,228,339,0.146341463,0.23245614,0.209439528
2022-05-17,2542,STR,OK,36.018796,-95.884218,898,640,603,-258,-295,103.5611165,20.15772871,10,2,0.06020006,1039,3170,999999,159,148,142,663,476,460,0.239819005,0.31092437,0.308695652
2022-05-17,2586,STR,WI,43.0875,-88.0641,1112,903,838,-209,-274,124.4691608,30.57627119,12,3,0.083700084,989,2950,999999,214,262,253,939,767,724,0.227902023,0.341590613,0.349447514
2022-05-17,2641,STR,UT,40.744916,-111.901664,1405,1023,933,-382,-472,78.6259542,21.27083333,8,2,0.093100093,1834,4800,999999,275,222,210,1124,818,751,0.244661922,0.271393643,0.279627164
2022-05-17,265,STR,NV,36.116541,-115.13886,436,539,540,103,104,141.6020672,32.02380952,14,3,0.053900054,387,1680,999999,68,122,124,316,438,439,0.215189873,0.278538813,0.282460137
2022-05-17,2784,STR,NC,35.844771,-78.885305,1307,1125,959,-182,-348,132.7146172,23.33333333,13,2,0.095400095,1293,4800,999999,317,399,374,1011,849,757,0.31355094,0.469964664,0.494055482
2022-05-17,2850,STR,NY,40.6906,-73.983,1260,1282,1448,22,188,199.7392438,58.89400922,20,6,0.144700145,767,2170,999999,126,253,286,1000,1030,1143,0.126,0.245631068,0.250218723
2022-05-17,298,STR,CA,34.261914,-119.237025,870,950,924,80,54,172.4489796,34.52554745,17,3,0.092100092,784,2740,999999,126,277,271,667,755,722,0.188905547,0.366887417,0.37534626
2022-05-17,320,STR,CA,37.673739,-122.464936,1224,1632,1628,408,404,192.2535211,74.13636364,19,7,0.162700163,710,2200,999999,166,409,406,935,1271,1267,0.177540107,0.321793863,0.320441989
2022-05-17,3400,STR,HI,21.968771,-159.376905,385,771,773,386,388,199.4791667,96.25,20,10,0.077200077,384,800,999999,125,512,509,263,555,552,0.475285171,0.922522523,0.922101449
2022-05-17,342,STR,WA,47.159345,-122.295164,1156,1729,1571,573,415,199.6990973,35.91666667,20,4,0.156700157,997,4800,999999,183,757,726,911,1377,1297,0.200878156,0.549745824,0.559753277
2022-05-17,353,STR,MI,42.328097,-83.302704,791,864,806,73,15,173.7864078,24.98550725,17,2,0.08040008,515,3450,999999,92,183,167,627,674,630,0.146730463,0.271513353,0.265079365
2022-05-17,364,STR,WI,44.90672,-89.591312,256,504,651,248,395,152.6027397,51.89473684,15,5,0.064900065,365,950,999999,28,54,82,202,375,489,0.138613861,0.144,0.167689162
2022-05-17,397,STR,MI,43.021951,-85.687598,871,906,935,35,64,170.2797203,49.13043478,17,5,0.093400093,572,1840,999999,188,272,270,719,757,782,0.26147427,0.359313078,0.345268542
2022-05-17,650,STR,FL,28.449346,-81.390654,484,478,456,-6,-28,114.6209386,16.11486486,11,2,0.045400045,554,2960,999999,98,128,124,343,326,310,0.285714286,0.392638037,0.4
2022-05-17,694,STR,MN,44.926719,-92.959728,1103,1120,837,17,-266,111.6462347,23.3125,11,2,0.083600084,1142,4800,999999,218,301,189,823,843,633,0.264884569,0.357058126,0.298578199
2022-05-17,760,STR,WA,46.606678,-120.490059,686,559,565,-127,-121,169.8089172,31.88571429,17,3,0.056400056,785,1750,999999,88,157,162,568,450,448,0.154929577,0.348888889,0.361607143
2022-05-17,78,STR,IL,38.921281,-90.169937,414,408,488,-6,74,120.7039337,21.76470588,12,2,0.048700049,483,1870,999999,47,66,90,340,313,374,0.138235294,0.21086262,0.240641711
2022-05-17,793,STR,OH,41.12039,-81.476927,1412,862,811,-550,-601,125.44,26.90625,13,3,0.081000081,1250,3200,999999,252,186,171,1128,674,633,0.223404255,0.275964392,0.27014218
2022-05-17,809,STR,WI,42.722067,-88.998294,429,401,573,-28,144,130,41.13402062,13,4,0.056800057,390,970,999999,49,48,67,322,296,416,0.152173913,0.162162162,0.161057692
2022-05-17,870,STR,IN,41.469486,-87.303074,860,737,739,-123,-121,131.1813187,24.83108108,13,2,0.073700074,728,2960,999999,92,89,86,699,583,589,0.131616595,0.152658662,0.146010187
2022-05-17,881,STR,IN,39.821328,-86.280071,649,840,760,191,111,152.4714829,25.89506173,15,3,0.075900076,526,3240,999999,64,105,87,498,646,587,0.128514056,0.1625387,0.148211244
2022-05-17,9417,DC,GA,32.1751,-81.175651,2015,5316,5316,3301,3301,151.0271367,0.531500532,15,0,0.531500532,3943,999999,999999,1162,2139,2136,1670,4409,4411,0.695808383,0.485144024,0.484243936
2022-05-18,1003,STR,MD,39.133067,-76.634601,1399,1292,1258,-107,-141,198.5887097,39.9380805,20,4,0.125600126,992,3230,999999,300,477,480,1030,964,942,0.291262136,0.494813278,0.50955414
2022-05-18,1025,STR,CA,38.426289,-121.415097,664,470,545,-194,-119,139.0127389,43.02752294,14,4,0.054400054,628,1090,999999,111,132,163,509,377,433,0.218074656,0.350132626,0.376443418
2022-05-18,1036,STR,IL,42.187052,-88.104445,391,870,878,479,487,199.7416021,54.1875,20,5,0.087500088,387,1600,999999,88,253,256,326,691,696,0.26993865,0.366136035,0.367816092
2022-05-18,1058,STR,OH,39.993456,-83.026919,1111,956,943,-155,-168,114.4249513,29.84375,11,3,0.094200094,1026,3200,999999,306,321,320,927,812,801,0.330097087,0.395320197,0.399500624
2022-05-18,1069,STR,WI,43.119366,-89.307239,879,1118,1337,239,458,199.6447602,113.7755102,20,11,0.133600134,563,980,999999,161,327,420,717,907,1089,0.224546722,0.360529217,0.385674931
2022-05-18,1102,STR,MO,38.627584,-90.342867,923,895,866,-28,-57,134.815756,28.74598071,13,3,0.086500087,787,3110,999999,230,282,270,810,778,753,0.283950617,0.362467866,0.358565737
2022-05-18,1124,STR,TX,30.000192,-95.58411,1463,598,612,-865,-851,0.147201766,51.46551724,0,5,0.061100061,999988,1160,999999,359,206,216,1239,517,528,0.289749798,0.398452611,0.409090909
2022-05-18,1135,STR,PA,40.176502,-74.878432,410,1064,1220,654,810,199.488491,58.72928177,20,6,0.121900122,391,1810,999999,107,201,231,312,858,950,0.342948718,0.234265734,0.243157895
2022-05-18,1146,STR,DE,39.83067,-75.5407,1136,1733,1673,597,537,187.5,49.57020057,19,5,0.167200167,1288,3490,999999,265,461,448,887,1336,1313,0.298759865,0.34505988,0.341203351
2022-05-18,1157,STR,NY,43.078449,-77.63205,731,705,694,-26,-37,144.64,22,14,2,0.069300069,625,3200,999999,235,313,309,592,553,543,0.396959459,0.566003617,0.569060773
2022-05-18,1168,STR,IL,42.191676,-87.824965,822,641,700,-181,-122,116.7532468,25.6,12,3,0.06980007,770,2500,999999,135,115,121,648,496,524,0.208333333,0.231854839,0.230916031
2022-05-18,1179,STR,GA,32.534649,-84.971073,646,871,887,225,241,162.6339969,43.93939394,16,4,0.088600089,653,1980,999999,139,225,222,529,688,703,0.262759924,0.327034884,0.315789474
2022-05-18,1201,STR,MO,39.050723,-94.369265,548,688,651,140,103,139.2070485,20.6006006,14,2,0.064900065,454,3330,999999,116,192,171,436,553,522,0.266055046,0.347197107,0.327586207
2022-05-18,1223,STR,GA,33.392907,-84.758875,446,699,748,253,302,198.4042553,62.32142857,20,6,0.074700075,376,1120,999999,118,243,257,327,552,588,0.360856269,0.440217391,0.43707483
2022-05-18,1234,STR,VA,39.154246,-78.16744,923,892,899,-31,-24,124.4621514,32.48175182,12,3,0.08970009,1255,2740,999999,194,240,236,700,700,709,0.277142857,0.342857143,0.332863188
2022-05-18,1256,STR,PA,40.124819,-75.116154,195,1485,1464,1290,1269,199.7481108,46.375,20,5,0.146300146,397,3200,999999,56,498,505,167,1172,1155,0.335329341,0.424914676,0.437229437
2022-05-18,1267,STR,CT,41.377211,-72.150307,623,843,975,220,352,134.8484848,35.08333333,13,4,0.097400097,858,2400,999999,122,159,174,486,641,726,0.251028807,0.248049922,0.239669421
2022-05-18,1278,STR,MO,38.412647,-90.396168,615,636,572,21,-43,120.609319,19.32307692,12,2,0.056400056,558,3250,999999,117,151,133,450,476,419,0.26,0.317226891,0.317422434
2022-05-18,1289,STR,CT,41.710626,-72.763862,7061,1181,1182,-5880,-5879,0.706000706,36.75,0,4,0.117700118,999999,3200,999999,898,364,364,5431,910,910,0.165347082,0.4,0.4
2022-05-18,13,STR,TX,32.92778,-96.813082,695,728,695,33,0,139.7111913,21.29411765,14,2,0.069400069,554,3400,999999,142,199,199,548,586,566,0.259124088,0.339590444,0.351590106
2022-05-18,1300,STR,FL,30.188558,-81.629169,401,886,892,485,491,199.7354497,76.20689655,20,8,0.089000089,378,1160,999999,89,272,271,309,702,700,0.28802589,0.387464387,0.387142857
2022-05-18,1311,STR,WI,42.958073,-88.106897,690,834,861,144,171,191.8128655,79.23809524,19,8,0.085900086,513,1050,999999,147,262,270,562,671,693,0.261565836,0.390461997,0.38961039
2022-05-18,1322,STR,AL,34.84213,-87.634764,786,774,754,-12,-32,124.5575221,26.12244898,12,3,0.074800075,904,2940,999999,201,234,235,629,625,615,0.319554849,0.3744,0.382113821
2022-05-18,1333,STR,MT,45.806033,-108.472736,713,540,527,-173,-186,66.80272109,20.03731343,7,2,0.052400052,1470,2680,999999,154,130,129,585,442,434,0.263247863,0.294117647,0.297235023
2022-05-18,1344,STR,NY,40.73533,-73.8749,2442,2704,2704,262,262,199.9482669,72.77628032,20,7,0.27000027,1933,3710,999999,482,858,848,1909,2220,2217,0.252488214,0.386486486,0.382498872
2022-05-18,1355,STR,WA,47.042749,-122.83586,491,668,676,177,185,199.5876289,57.00854701,20,6,0.067500068,485,1170,999999,77,262,268,388,545,551,0.198453608,0.480733945,0.486388385
2022-05-18,1366,STR,IN,39.936085,-86.23232,1329,1083,1081,-246,-248,119.3817878,44.62809917,12,4,0.108000108,1197,2420,999999,348,374,375,1002,848,835,0.347305389,0.441037736,0.449101796
2022-05-18,1377,STR,TX,29.539104,-95.022659,0,450,434,450,434,0,15.06711409,0,2,0.043300043,0,2980,999999,0,199,192,0,376,354,#DIV/0!,0.529255319,0.542372881
2022-05-18,1388,STR,MO,39.173898,-94.533073,631,567,538,-64,-93,112.48,20.21428571,11,2,0.053700054,625,2800,999999,154,186,172,506,451,427,0.304347826,0.412416851,0.402810304
2022-05-18,1399,STR,LA,30.199843,-93.245921,384,476,548,92,164,159.0078329,42.32142857,16,4,0.054600055,383,1120,999999,101,120,142,304,389,446,0.332236842,0.30848329,0.31838565
2022-05-18,1421,STR,CA,40.805908,-124.144757,233,156,177,-77,-56,97.03703704,15.86956522,10,2,0.017600018,270,920,999999,37,38,42,174,113,130,0.212643678,0.336283186,0.323076923
2022-05-18,1432,STR,AZ,33.573929,-111.718355,824,649,631,-175,-193,105.8387396,24.82758621,11,2,0.063000063,1079,2610,999999,225,227,222,659,513,502,0.341426404,0.442495127,0.442231076
2022-05-18,1443,STR,PA,39.923772,-75.145899,627,1266,1252,639,625,199.8480243,39.28125,20,4,0.124300124,658,3200,999999,113,393,393,502,1005,1014,0.225099602,0.391044776,0.387573964
2022-05-18,1454,STR,FL,26.606538,-81.976707,376,285,309,-91,-67,106.7510549,14.56410256,11,1,0.030800031,474,1950,999999,84,97,117,300,229,264,0.28,0.423580786,0.443181818
2022-05-18,1465,STR,MI,42.488356,-83.533662,647,688,674,41,27,138.2142857,26.44787645,14,3,0.067100067,560,2590,999999,166,227,225,508,522,522,0.326771654,0.4348659,0.431034483
2022-05-18,1476,STR,NY,43.031849,-76.019782,170,306,337,136,167,196.0629921,19.0625,20,2,0.033600034,127,1600,999999,35,94,108,116,224,247,0.301724138,0.419642857,0.437246964
2022-05-18,1487,STR,KS,39.01778,-94.665331,839,537,471,-302,-368,91.91489362,10.9406953,9,1,0.046900047,940,4890,999999,120,94,78,703,457,396,0.170697013,0.205689278,0.196969697
2022-05-18,1520,STR,NH,43.045615,-71.461202,871,679,696,-192,-175,192.5294889,42.04968944,19,4,0.069400069,763,1610,999999,231,366,364,691,532,543,0.334298119,0.687969925,0.670349908
2022-05-18,1542,STR,TX,30.316057,-97.70676,843,1041,1027,198,184,199.7757848,34.25742574,20,3,0.102400102,446,3030,999999,166,262,255,612,767,755,0.27124183,0.341590613,0.337748344
2022-05-18,167,STR,LA,31.280318,-92.458821,180,295,372,115,192,128.3076923,16.24309392,13,2,0.037000037,325,1810,999999,37,74,96,149,247,308,0.248322148,0.299595142,0.311688312
2022-05-18,1751,STR,UT,40.622565,-111.850185,811,537,502,-274,-309,71.64781906,16.54320988,7,2,0.05010005,1238,3240,999999,142,107,99,653,424,396,0.217457887,0.252358491,0.25
2022-05-18,1762,STR,IN,40.419482,-86.847233,1271,997,946,-274,-325,114.755413,32.41042345,11,3,0.094400094,1247,3070,999999,233,223,212,995,789,742,0.234170854,0.282636248,0.285714286
2022-05-18,1773,STR,AL,33.60526,-86.636743,805,803,788,-2,-17,132.6174497,25.03125,13,3,0.078600079,745,3200,999999,193,245,243,564,559,553,0.342198582,0.438282648,0.439421338
2022-05-18,1784,STR,TX,32.86569,-96.745008,663,693,674,30,11,128.7215412,21.13496933,13,2,0.067300067,571,3260,999999,164,198,180,541,566,550,0.303142329,0.349823322,0.327272727
2022-05-18,1795,STR,FL,29.110413,-81.028067,500,771,744,271,244,144.9122807,25.96610169,14,3,0.073900074,570,2950,999999,132,248,242,402,595,573,0.328358209,0.416806723,0.422338569
2022-05-18,1872,STR,NC,35.966462,-78.959448,961,767,810,-194,-151,132.0224719,36.82692308,13,4,0.080900081,890,2080,999999,225,257,263,748,623,647,0.300802139,0.412520064,0.406491499
2022-05-18,1894,STR,TX,29.96986,-95.6962,550,545,577,-5,27,143.6241611,45.33333333,14,5,0.057600058,447,1200,999999,151,164,170,450,439,484,0.335555556,0.37357631,0.351239669
2022-05-18,1960,STR,AZ,33.27841,-111.786353,990,1049,1046,59,56,137.2941176,62.75449102,14,6,0.104500105,850,1670,999999,249,362,364,775,846,844,0.321290323,0.427895981,0.431279621
2022-05-18,1982,STR,TX,30.631512,-97.698122,405,681,711,276,306,199.6855346,58.18965517,20,6,0.070500071,318,1160,999999,95,233,248,342,544,572,0.277777778,0.428308824,0.433566434
2022-05-18,200,STR,CA,33.826449,-118.345986,551,924,877,373,326,199.7732426,28.84375,20,3,0.087600088,441,3200,999999,77,265,256,410,713,676,0.187804878,0.371669004,0.378698225
2022-05-18,2015,STR,MI,42.84596,-85.6154,1039,1064,1037,25,-2,135.1936219,44.29166667,14,4,0.103600104,878,2400,999999,269,340,334,798,832,810,0.337092732,0.408653846,0.412345679
2022-05-18,2026,STR,CA,33.843169,-118.260619,861,1073,831,212,-30,145.1653944,22.33333333,15,2,0.083000083,786,4800,999999,149,258,205,667,812,637,0.223388306,0.31773399,0.321821036
2022-05-18,2048,STR,IN,41.43972,-87.467834,493,708,819,215,326,189.7379913,68.6407767,19,7,0.081800082,458,1030,999999,86,117,161,362,560,643,0.237569061,0.208928571,0.250388802
2022-05-18,2103,STR,MO,38.768412,-90.768416,676,702,745,26,69,127.7777778,38.88888889,13,4,0.074300074,612,1800,999999,169,235,248,549,559,586,0.307832423,0.42039356,0.423208191
2022-05-18,2114,STR,PA,40.320843,-79.688342,1041,718,699,-323,-342,109.9405268,22.40625,11,2,0.06980007,1177,3200,999999,202,201,197,818,570,552,0.246943765,0.352631579,0.356884058
2022-05-18,2125,STR,NE,41.260872,-96.025386,767,667,611,-100,-156,111.852861,19.58823529,11,2,0.061000061,734,3400,999999,176,188,170,625,569,527,0.2816,0.330404218,0.322580645
2022-05-18,2136,STR,WA,47.11346,-122.292,597,1506,1463,909,866,199.2050874,74.67661692,20,7,0.145800146,629,2010,999999,94,610,607,475,1224,1185,0.197894737,0.498366013,0.512236287
2022-05-18,2147,STR,CA,34.033547,-117.912146,2250,2034,1966,-216,-284,149.4258612,40.64,15,4,0.196400196,2003,5000,999999,455,665,646,1761,1617,1560,0.258375923,0.411255411,0.414102564
2022-05-18,2158,STR,NY,42.152921,-76.873337,467,658,634,191,167,169.6374622,20.4375,17,2,0.063000063,662,3200,999999,115,227,219,344,529,509,0.334302326,0.429111531,0.430255403
2022-05-18,2202,STR,PA,40.25005,-77.0107,1584,1180,1168,-404,-416,146.8501086,40.23890785,15,4,0.116700117,1381,2930,999999,365,376,369,1251,902,903,0.291766587,0.416851441,0.408637874
2022-05-18,2213,STR,CT,41.89121,-72.6521,803,1262,1271,459,468,199.4755245,52.54166667,20,5,0.127000127,572,2400,999999,153,482,485,610,968,974,0.250819672,0.497933884,0.497946612
2022-05-18,2235,STR,FL,27.89536,-82.333087,530,534,513,4,-17,120.952381,17.24919094,12,2,0.051200051,630,3090,999999,109,147,137,390,401,381,0.279487179,0.366583541,0.359580052
2022-05-18,2246,STR,PA,40.459124,-75.372737,736,1188,1244,452,508,199.4497937,44.71698113,20,4,0.124300124,727,2650,999999,136,331,343,499,838,876,0.27254509,0.394988067,0.391552511
2022-05-18,2268,STR,CA,38.549896,-121.536702,626,710,695,84,69,155.1660517,42.90909091,16,4,0.069300069,542,1650,999999,92,139,135,460,510,510,0.2,0.27254902,0.264705882
2022-05-18,2301,STR,GA,31.200848,-81.480392,1034,860,814,-174,-220,110.37182,28.09836066,11,3,0.081100081,1022,3050,999999,205,197,185,788,640,605,0.260152284,0.3078125,0.305785124
2022-05-18,2312,STR,PA,39.914902,-75.350763,1658,1513,1291,-145,-367,159.334845,31.47916667,16,3,0.128900129,1323,4800,999999,281,362,313,1269,1170,1011,0.2214342,0.309401709,0.309594461
2022-05-18,2323,STR,VA,38.739441,-77.532044,1580,1333,1331,-247,-249,121.2910532,41.46875,12,4,0.132500133,1766,3200,999999,334,357,347,1174,978,977,0.284497445,0.365030675,0.355168884
2022-05-18,233,STR,AZ,33.600407,-111.989239,393,514,575,121,182,181.5789474,64,18,6,0.057300057,380,800,999999,72,164,183,349,462,502,0.206303725,0.354978355,0.364541833
